,title,project,price,time
143,دراسة السوق في السعودية,"نبحث عن محترفين في بحث السوق يقومون بمسح كثير من المعلومات المهمة من المصادر الثانوية ويقومون أيضا بعمل بحث أولي للحصول على النتائج. يفضل من لديه أعمال سابقة في دراسة السوق وإنتاج التقارير أو الأوراق البحثية ذات جودة عالية.
نوع خطة العمل
بحث سوق",$100.00 - $250.00,5 أيام
144,كتابة استراتيجية تسويق وإعلام,"السلام عليكم
احتاج محترف يساعدنا في إنشاء استراتيجية تسويق لفعالية في السعودية. الاستراتيجية يجب أن تشمل خطة التسويق، دراسة المنافسين والفئة المستهدفة، اختيار أفضل الأماكن للتسويق (تقليدي وإلكتروني) مع الأسباب، الميزانية المقترحة والأهداف المتوقعة، ترتيب الميزانية على كل فئة تسويقية، وغيرها من الأمور التي تتواجد في استراتيجيات التسويق.
نريد أن نقيم استراتيجية أو خطة تسويق سابقة ليتسنى لنى معرفة قدرات المحترف
قنوات التسويق
قنوات مختلفة
المطلوب استلامه
خطة تسويق | استراتيجية تسويق",$250.00 - $500.00,5 أيام
145,التسويق عبر واتساب من حسابات واتساب تمتلكها.,"لدي ملف به ما يقرب من 79 ألف رقم واتساب وأريد من أحد المستقلين عمل حملات دعائية عبر الواتساب وإرسال رسائل أعطيها له أنا لكن يقوم بإرسال الرسائل من أرقام خاصة به.
سوف أعطيك عينة 100 رقم ترسل لهم قبل قبول العرض.
الرجاء من المستقل الذي سيقدم عرضه أن يكون متأكدا من أدوات التسويق التي يستخدمها وأنها لن تسبب أي مشاكل تعوق أداء الحملات التسويقية.
من فضلك اكتب حجم العمل الذي ستقوم به مقابل قيمة عرضك وفترة الإنجاز.
شكرا جزيلا مقدما .
حجم البيانات
79000 رقم هاتف
المعلومات المتوفرة
ملف به الأرقام كلها
المطلوب استلامه
عمل الحملة بشكل كامل خلال مدة قصيرة وإرسال نتيجة الحملة.",$25.00 - $50.00,7 أيام
146,مطلوب ترويج قناة تيليجرام وجلب 1000 مشترك حقيقي مهتم,"أهلا
لدي قناة تيليجرام عربية في مجال تداول الخيارات الثنائية، وهذه القناة نقدم فيها اشارات مجانية للتداول للمتابعين وأريد ترويجها وزيادة عدد المشتركين فيها.
- 1000 مشترك حقيقي من العالم العربي
- لا أريد خدمة زيادة متابعين وهميين
- يجب ترويج القناة في جروبات الربح من الإنترنت والفوركس والخيارات الثنائية لجلب المهتمين بكسب المال عموما ومن التداول خصوصا.
- ليس لدي مانع الترويج للقناة في جروبات فيسبوك أو منصات وصفحات خارج تيليجرام.
بالتوفيق للجميع",$25.00 - $50.00,15 يوما
147,تسويق إلكتروني للوصول للمكاتب الهندسية بالسعودية,"أنا مهندس من مصر لدي تيم متكامل وصممت العديد من المشاريع في مصر والسعودية وبعض الدول العربية
ارغب في مسوق يزودلي التعاقد مع مكاتب وعملاء في السعودية سيتم الاتفاق مع من لديه الخبرة فقط",$25.00 - $50.00,5 أيام
148,مشروع لبيع التمارين الرياضية في سلة وابحث عن مسوق,"بيع ملفات pdf للتمارين الرياضية
نوع تحسين محركات البحث
تحسين محركات seo والتسويق
المعلومات المتوفرة
حسابات التواصل الاجتماعي",$25.00 - $50.00,4 أيام
149,خبير في التسويق عبر محركات البحث لكتابة مقال متخصص,"ابحث عن خبير في التسويق عبر محركات البحث محترف، لكتابة مقال متخصص عن الإعلان عبر محركات البحث، وكيفية إنشاء وإطلاق حملة تسويقية على جوجل تحقق أهدافها من الألف إلى الياء بالخطوات العملية.
يستهدف المقال أصحاب المشاريع والأعمال الذين يرغبون بمعرفة المزيد حول الإعلان عبر محركات البحث ومدى جدواه لأعمالهم، وكذلك كيفية إنشاء حملة إعلانية تحقق نتائج مثمرة.
يهدف المقال إلى تلبية احتياجات الجمهور ومدهم بالمعلومات التي يحتاجون إليها لإطلاق حملات إعلانية ناجحة، لذلك لا بد أن يكون مكتوب على يد خبير مخضرم يمتلك الخبرة والتجربة التي يقدمها للقراء، ويكون خلاصة خبراتك وتجاربك في التسويق عبر محركات البحث وليس مجرد معلومات تقليدية.
يجب أن يمتلك المرشح المناسب خبرات عملية سابقة في التسويق عبر محركات البحث، فضلًا عن مهارات كتابية مميزة ليتمكن من صياغة خبراته العملية وتقديمها للقارئ بأسلوب واضح وبسيط وممتع في الوقت نفسه.",$25.00 - $50.00,15 يوما
150,حل مشكلة إعلانات قوقل توثيق المعلن في السعودية,"السلام عليكم ورحمة الله وبركاته
انا عندي حملة تم انشاؤها شغاله وكلها تمام
بعد تحديث قوقل للاعلانات في السعودية
طلب مني تحديث هوية المعلن
اضفتها كالمؤسسة ورفعت السجل التجاري ولكن ماضبط معاي
اريد حل اشكالية اثبات هوية المعلن",$25.00 - $50.00,3 أيام
151,إطلاق وإدارة حملات سناب شات وتيك توك,"وظيفة شهرية دوام جزئي
نبحث عن مدير حملات اعلانية لديه خبرة قوية في اطلاق وادارة الحملات وتحليل مؤشرات الاداء لدى وكالة مختصة في التسويق وادارة الحملات الاعلانية
المنصات
سناب شات , تيك توك
مع احتمال العمل على المنصات الأخرى
قنوات الإعلان
سناب شات , تيك توك
المعلومات المتوفرة
حملات وعي وحملات تحويل",$250.00 - $500.00,30 يوما
152,"تسويق موقع ""مسارات اللغة"" الإلكتروني","وصف المشروع:
نحن نبحث عن خبير تسويق رقمي محترف لتطوير وتنفيذ استراتيجية تسويق شاملة لموقع ""مسارات اللغة""، وهو موقع متخصص في تقديم خدمات تعليمية للطلاب الراغبين في دراسة اللغة الإنجليزية في الخارج. الهدف الرئيسي هو زيادة الوعي بالعلامة التجارية، جذب زوار جدد، وتحسين التحويلات عبر الإنترنت.
متطلبات المشروع:
1. **تطوير استراتيجية التسويق الرقمي:**
- تحليل السوق والمنافسين.
- تحديد الجمهور المستهدف وفهم احتياجاتهم وسلوكهم.
- تطوير استراتيجية محتوى تعليمي وترويجي.
2. **تحسين محركات البحث (SEO):**
- تحليل وتحسين الكلمات المفتاحية للموقع.
- تحسين الصفحات الداخلية للموقع (On-page SEO).
- بناء روابط خارجية قوية (Off-page SEO).
3. **إدارة حملات الإعلان المدفوع:**
- تصميم وإدارة حملات Google Ads وحملات الإعلان على مواقع التواصل الاجتماعي.
- تتبع وتحليل أداء الحملات وتحسينها بشكل مستمر.
4. **التسويق عبر مواقع التواصل الاجتماعي:**
- إدارة حسابات الموقع على منصات التواصل الاجتماعي.
- تطوير محتوى جذاب وتفاعلي يعزز التواصل مع الجمهور.
5. **تحليل البيانات وإعداد تقارير:**
- استخدام أدوات تحليل البيانات لتتبع الزيارات والتحويلات.
- إعداد تقارير دورية تلخص أداء الحملات التسويقية.
6. **تحسين تجربة المستخدم وتصميم الموقع:**
- تقديم توصيات لتحسين تجربة المستخدم على الموقع.
- العمل مع فريق التصميم لتحسين الواجهات والصفحات الرئيسية.
المؤهلات والخبرات المطلوبة:
- خبرة سابقة في التسويق الرقمي وخاصة في مجال التعليم أو الخدمات الأكاديمية.
- مهارات قوية في SEO وإدارة حملات الإعلان المدفوع.
- القدرة على تحليل البيانات وتقديم تقارير مفصلة.
- مهارات ممتازة",$100.00 - $250.00,10 أيام
